,1,2,3,4,5
,,,,,
37.0,51.5793953892843,48.8146269879414,43.7165021090146,48.4283722770254,41.7881327125809
40.0,38.2984589185375,,,,
41.0,32.6158188556753,32.1043207600334,,,
42.0,37.7627897553051,32.9266377321157,36.7286985564,,
44.0,41.2360450576168,29.7151749830593,,,
45.0,38.8677079312412,,,,
49.0,31.8554848833591,,,,
50.0,37.6784035274811,,,,
53.0,34.5678363906963,,,,
