,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,0.9153847094401194,0.9306323978166244,0.9271819896169669,0.93145460534782,0.9227693823609072,0.9346383997597952,0.9142506778519618,0.9021054888378196,0.9249500160014066,0.9224480320786548,0.92974301659403,0.9145664409805035,0.921527279497516,0.9209415546126593,0.9217723867876232,0.9426928473377472,0.8917924561574141,0.8501235959761481,0.9206105040953968,0.9180788592433664,0.9301050501951936,0.9348624879857992,0.952963323152353,0.953128343235883,0.952465068182792,0.948325492871911,0.958958268444885,0.961856329821272,0.962521677898859,0.958425506365182,0.955273520998906,0.947045538489991,0.948574026602041,0.941159245649731,0.954181469106382,0.964169436015626,0.969575205072733,0.9555490878249,0.971152247242906
40.0,0.9368689514318852,0.9536620156871904,0.966119905258965,0.977279207380115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,0.969996516994385,0.984333935174203,0.987787491150266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,0.962284950495655,0.978129755228215,0.976451077299011,0.981960340224216,0.974309255701454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,0.9477280995687906,0.9426876777602056,0.94928186802897,0.957955893065274,0.966326147192471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,0.9412204944839372,0.9502124511575676,0.9542178481177892,0.956112100861899,0.96742164531442,0.974013812190519,0.984142457523271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,0.9483127656797288,0.94691887116583,0.973822043003251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,0.9496691215904036,0.9322487420083676,0.968148851400046,0.968192630445137,0.975370591217413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,0.9532148425564128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,0.9328334053114544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,0.959953637543395,0.9097365074121913,0.980197737034073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,0.9428045696923304,0.964246976121601,0.984213156056265,0.962210970203706,0.956442864673606,0.959553123167809,0.960346059321187,0.976636230120004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,0.937128348295896,0.942108393222718,0.964852346062379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,0.947521134471812,0.960129993469433,0.960931063749223,0.954609710487786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,0.9485501008760524,0.96630118964396,0.952146017460616,0.945953453006591,0.97858267124852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,0.9404573056728902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,0.9578070228244548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,0.9438161156850158,0.9158448455061868,0.9338653544796118,0.95744788216008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,0.953352136554179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,0.9222937081807784,0.9472800327471204,0.95802082501464,0.958157795640552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,0.955366209557238,0.968708927944616,0.966734699578931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.9373078773332546,0.9513602489106924,0.968853799397502,0.986181154922726,0.941883056923626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,0.956152633599817,0.953669642494837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,0.929648731759336,0.9389435852327128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,0.9404905584669584,0.948281978854566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,0.966860000344722,0.952927664242942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,0.9476759743662628,0.9416619668616576,0.968745395374632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,0.9677999024981884,0.953939240829095,0.97037111053536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,0.9169449581301594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,0.954474456605943,0.9487478623739056,0.9474588338452372,0.969242545209643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,0.96458629828201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,0.93801777375253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,0.9458268785389656,0.9503294960360484,0.944054311438487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,0.9390801300048094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,0.9278571518152494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,0.930181788199126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,0.930840959992607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
