,1,2,3,4,5
,,,,,
37.0,0.898966917717659,0.910248132015141,0.92698689418481,0.909517929914478,0.933117164561274
40.0,0.943607156986271,,,,
41.0,0.957350026225749,0.955135888772942,,,
42.0,0.944549275863615,0.957572092230024,0.945098726102192,,
44.0,0.935458473070756,0.965167635636141,,,
45.0,0.940910760365358,,,,
49.0,0.958018530889553,,,,
50.0,0.945119725213008,,,,
53.0,0.953373805566604,,,,
