,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
37.0,0.641304884236021,0.779401422628411,0.776611100969578,0.731300231573643,0.799293768529901,0.812609111977509,0.77389530032843,0.678844122991245,0.816070919837894,0.748914720419126,0.769401798955599,0.607989782180778
40.0,0.728121602861183,,,,,,,,,,,
41.0,0.845954151120497,,,,,,,,,,,
42.0,0.73773513819223,0.75670764843845,,,,,,,,,,
43.0,0.692436519808076,0.662157132410774,,,,,,,,,,
44.0,0.742470294295908,0.746952662560797,,,,,,,,,,
46.0,0.621390003492284,0.591961977804601,0.858909988799284,,,,,,,,,
50.0,0.595112155827768,0.753366806992773,0.610230201332557,0.625311904119976,0.737793089688957,0.637646683431044,,,,,,
51.0,0.67306635884125,,,,,,,,,,,
52.0,0.853506653652346,0.628721071872486,0.624552699053824,,,,,,,,,
53.0,0.606344521638028,0.722253977312571,0.729562995165128,,,,,,,,,
58.0,0.603176720725501,0.445250827411347,,,,,,,,,,
59.0,0.754899487997321,0.705804213680491,,,,,,,,,,
60.0,0.680059214195017,0.900416402480547,0.592339526927035,,,,,,,,,
61.0,0.309219818284647,0.532416054875856,,,,,,,,,,
64.0,0.439749017265043,0.680239007230098,,,,,,,,,,
65.0,0.667277537206438,,,,,,,,,,,
67.0,0.686190358495844,0.70124726405034,,,,,,,,,,
69.0,0.741583045222098,,,,,,,,,,,
70.0,0.742516662416037,,,,,,,,,,,
73.0,0.580547970893833,,,,,,,,,,,
81.0,0.668212938763993,,,,,,,,,,,
