,1,2,3,4,5
,,,,,
37.0,0.806445387881127,0.905199516324062,0.888165680473372,0.788865096359743,0.885695834678721
40.0,0.894757281553398,,,,
41.0,0.794201520912547,0.919363997728563,,,
42.0,0.85463563525372,0.869765066394279,0.714912280701754,,
44.0,0.927430555555555,0.895994832041343,,,
45.0,0.83556338028169,,,,
49.0,0.648494711147274,,,,
50.0,0.874852883483719,,,,
53.0,0.841704035874439,,,,
