,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
37,12.224915576243433,14.694121739130424,21.57720266909311,17.29407255542877,20.51562533181645,21.0714280331404,18.94874343434344,17.319693241542666,18.19667797408717,17.064016523235793,14.511374257015646,20.92764197530865,7.922085253199782,20.60342706393544,10.8300764990054,8.959060546777025,21.9788404040404,12.86915106001031,12.678305296629418,25.50199777946001,16.623423716153127,18.875444557247604,19.85954469921488,15.568797339246132,22.591962296204954,23.436874532559628,21.12206332757627,23.647608945440524,17.48556233521657,10.26349965916836,15.98077283769463,29.34734996261401,21.20317094017093,11.813396407839932,24.94954654234656,26.374253603309384,22.67196020187454,25.29124386552958,40.3905533161068,53.47572179251074,44.90965322054807,60.22545609376869,20.28189956174272,23.590914582782617,17.7110390083285,36.44101449275362,34.705328483402894,30.27403134686749,30.17969078014184,23.01418936446173,23.01418936446173,22.04507528508396,22.04507528508396,25.557915202231527,34.08994737507906,23.305605637773084
40,19.11232448580948,10.877573609152163,27.98366892165365,54.98795816993464,46.93682721598003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,25.07350303030303,41.28176264775414,27.69440892550635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,19.11500717018059,32.02137365406644,48.70117703206562,51.11832437810945,30.95951274937244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,15.868268304668304,21.37558568738229,20.911447400109463,22.436624722427823,31.38557545605306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,21.11497907227616,29.631748641342995,15.820723255813943,17.78041586280814,19.53444230955847,46.12535204678362,37.42963467132053,19.546756059175323,16.014690439276492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,16.83980883310089,23.24058577158165,59.73969317889318,23.69583549242085,13.29904883430001,27.710079059829056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,23.57508538011696,16.771496310555023,19.68851260430391,38.1749197235513,14.917066953713672,19.974208375209383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,25.353626728826725,18.559789473684205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,44.14875555555555,34.22097400793651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
