,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
37,0.662683862604581,0.554144726122593,0.585907142569444,0.704226536850831,0.53059878638704,0.637303694850291,0.703828978050767,0.676852885565625,0.739566862477095,0.697832000842743,0.789622609816154,0.705510277384913,0.626519732994763,0.563644091617334,0.469013581557294,0.63941845385427,0.616528130102896,0.387625632853251,0.596480085567198
40,0.675186168900318,,,,,,,,,,,,,,,,,,
41,0.452489814955394,0.741156712420975,,,,,,,,,,,,,,,,,
42,0.537068183222807,0.593027718492698,0.259595402845491,,,,,,,,,,,,,,,,
44,0.363056706713085,0.797235647444381,0.746055444011747,0.658822713561455,,,,,,,,,,,,,,,
45,0.530999427202344,0.590075688352926,0.516021598627879,,,,,,,,,,,,,,,,
46,0.467917384575859,,,,,,,,,,,,,,,,,,
47,0.725092783469669,,,,,,,,,,,,,,,,,,
48,0.563032425093438,,,,,,,,,,,,,,,,,,
49,0.59521038919949,0.739580709503625,0.588212705608786,0.274382698423497,,,,,,,,,,,,,,,
50,0.74707366601483,0.5901654951039,,,,,,,,,,,,,,,,,
51,0.723650870037508,0.705570475344835,,,,,,,,,,,,,,,,,
53,0.585023006010165,,,,,,,,,,,,,,,,,,
55,0.610315679161575,,,,,,,,,,,,,,,,,,
56,0.654855805210427,0.704645092225301,0.745405043916158,,,,,,,,,,,,,,,,
60,0.756837474596589,,,,,,,,,,,,,,,,,,
63,0.743942953251701,,,,,,,,,,,,,,,,,,
67,0.682126074208476,,,,,,,,,,,,,,,,,,
69,0.688533278920926,0.717989823728681,,,,,,,,,,,,,,,,,
72,0.519879778970471,,,,,,,,,,,,,,,,,,
81,0.546030154187083,,,,,,,,,,,,,,,,,,
