,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,0.9148821849813282,0.923446684100754,0.932908919053938,0.931726806877154,0.9374683490827758,0.8938763789397283,0.9114686557353144,0.9239251256437536,0.905505976917536,0.920289666459352,0.9107190429791728,0.9228415580766296,0.944099774371231,0.962052816663491,0.970235992425964,0.949334716161088,0.959776109612366,0.96581379046756,0.939988875875177,0.949512849677397,0.965243463099286,0.958023512558688,0.968774431037676,0.966415748215037,0.967677567704428,0.971371960475158,0.975053850762193,0.97224894866624,0.970218205645288,0.950405745588015,0.970104953628048,0.954676723575894,0.966630140775704,0.97956087098669,0.978833447775571,0.985365856927755,0.976888768650347,0.977233741500618,0.982722141743653,0.975443538726585
40.0,0.9402758614226416,0.988133440689619,0.985783668110395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,0.94178873433561,0.9304302602396805,0.9414910959519878,0.9458471930114528,0.9414903042563946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,0.9492783475364728,0.974639671758976,0.969466028604593,0.975988103916726,0.973704902307104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,0.9310676616279996,0.9242036920669838,0.962887765678764,0.981093509346821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,0.9339927968150764,0.9407664484619672,0.9433763691335512,0.9258240827018334,0.97375244461261,0.97397251099075,0.96941897979245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,0.976774752340484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,0.9452553936185114,0.9405793533129936,0.931384434687142,0.9586744347243288,0.965419680617785,0.975417459404194,0.979345561991278,0.97808137770617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,0.9398937552115544,0.96486103593344,0.977012397790605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,0.9501572133869876,0.944461590228228,0.972878504913246,0.975156805127274,0.972171544401153,0.973082144682633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,0.9472419713997154,0.968882952593335,0.968192471763573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,0.9390910096764918,0.894473165752566,0.968044329938368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,0.964780842648351,0.983569983685893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,0.9483957299710558,0.975567218574892,0.96996776695916,0.972257165690091,0.96985434706777,0.97244259264883,0.979199554378393,0.96921188065286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,0.971546382481731,0.973799917321433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,0.9345231671477116,0.973101137774173,0.97343395012033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,0.9493361957384612,0.98000476449337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,0.9441306251944772,0.976271342914821,0.983068444116387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,0.970379190475657,0.970041520727003,0.981525570248191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,0.886911039048135,0.97475975802703,0.987343783882275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,0.9305261014533608,0.9539440920672078,0.976554901112658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.9536325208601778,0.973261716950939,0.986725498567898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,0.979079740604888,0.986663658720824,0.986028000292193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,0.96855193309745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,0.9480502696012748,0.98270590062868,0.979056694351127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,0.971837788367123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,0.9618918210146205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,0.944372334206036,0.973188505216929,0.964104950016675,0.962580591955833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
