,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
37.0,,,,,,,,,,,,
40.0,,,,,,,,,,,,
41.0,,,,,,,,,,,,
42.0,,,,,,,,,,,,
43.0,,,,,,,,,,,,
44.0,,,,,,,,,,,,
46.0,,,,,,,,,,,,
47.0,,,,,,,,,,,,
48.0,,,,,,,,,,,,
49.0,,,,,,,,,,,,
50.0,,,,,,,,,,,,
52.0,,,,,,,,,,,,
54.0,,,,,,,,,,,,
55.0,,,,,,,,,,,,
56.0,,,,,,,,,,,,
58.0,,,,,,,,,,,,
59.0,,,,,,,,,,,,
60.0,,,,,,,,,,,,
63.0,,,,,,,,,,,,
65.0,,,,,,,,,,,,
66.0,,,,,,,,,,,,
67.0,,,,,,,,,,,,
74.0,,,,,,,,,,,,
77.0,,,,,,,,,,,,
