,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,0.906714253143567,0.9167807458841528,0.928010558363748,0.9271155342076574,0.9331556839303836,0.8858110781852218,0.9059975657625444,0.9181672334986593,0.8981681252483067,0.9135592032534324,0.9044938861786552,0.9168258362313708,0.852393529930291,0.894994971091098,0.902559845457504,0.880505379703111,0.90409745578678,0.907510641074416,0.825942769380947,0.865202965924466,0.907156102468315,0.881012103845572,0.900629247278927,0.907863580362117,0.916339340684911,0.914873982390739,0.906178632247194,0.914762565957925,0.926328267017504,0.883881046661788,0.925202791931,0.895003855559237,0.906966558293445,0.948566669076574,0.948608398807983,0.968965029313634,0.932699284441246,0.947136761499076,0.963646605927694,0.938690280756643
40.0,0.9366902893735944,0.967788687819701,0.956028639830401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,0.9365563429838712,0.9256838918267648,0.9363772991354776,0.941075157701064,0.9377641310559112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,0.9451019060504768,0.911573188077483,0.923319950913008,0.944470217588821,0.940359290480723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,0.925862969470924,0.9174521424617966,0.896173312986722,0.949703631046241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,0.928637105312976,0.9354378349016744,0.9391513605593772,0.9174523401521252,0.927703179198607,0.939256558003229,0.915566387012772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,0.930116725929213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,0.9397331860854355,0.9371823316410832,0.9255052662183492,0.9560187373131972,0.89541283873135,0.925733399052581,0.949083002382229,0.94145664971641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,0.9358401856057528,0.914669189290956,0.951857496804528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,0.9474729718075616,0.9408065953119924,0.903948591745667,0.925450110108868,0.931329195954917,0.935526813592265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,0.9443410140691046,0.914383891204877,0.917709821079898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,0.9355716488148372,0.883762142165724,0.933625308508148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,0.909940452449383,0.955690260701683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,0.9439834622820966,0.929635466786071,0.906267172957448,0.923726947348057,0.930820165231663,0.93231023391654,0.936064008557027,0.9315880021106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,0.918718230059065,0.919666282244552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,0.9273407003575797,0.907938491556972,0.94742330635781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,0.9438493239000848,0.955428916987927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,0.9411196206455626,0.925455465900807,0.961161129746233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,0.931143928031025,0.931206650139015,0.9273593880692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,0.8783477782477012,0.932034384628536,0.961075030515119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,0.9242975913447384,0.94877085571834,0.941710743415233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.9499273770600356,0.919051056457898,0.963044205478299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,0.915228766335753,0.965286076370533,0.966336537661874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,0.932877350161141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,0.9416126687067592,0.954645780843016,0.953149139476289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,0.936092205142626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,0.9574508327077096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,0.939062053781066,0.913826698378368,0.903878776709051,0.930392503113824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,0.913738854023485,0.8836270938484964,0.9590165059001606,0.928319082203989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,0.921358127039828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,0.929693158815271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,0.9233010885294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,0.921982276407035,0.925938364347819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,0.96110950445981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,0.9591511227052588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,0.9479657690760096,0.888594877217568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,0.934942231751652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,0.908337609448251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
