,1,2,3,4,5,6,7,8,9,10,11,12
37,83.89710412815774,91.3277108433735,89.27984344422701,85.92941176470588,82.24813631522896,98.7445945945946,90.39137017411052,88.28242320819113,88.14137931034483,84.73838630806846,92.7993553585818,88.2603071948262
40,83.77998017839445,,,,,,,,,,,
41,78.33710407239819,90.62028985507246,89.13263665594856,76.75,80.29680365296804,,,,,,,
42,69.8249027237354,,,,,,,,,,,
43,80.02106227106228,69.61728395061728,,,,,,,,,,
44,82.42330677290836,73.78378378378379,64.89791183294663,72.39590443686006,,,,,,,,
46,63.75764705882353,92.3114382785957,66.39663236669784,68.38041733547351,,,,,,,,
47,75.1004366812227,,,,,,,,,,,
48,74.50402414486922,80.77895981087471,,,,,,,,,,
49,83.56687898089172,,,,,,,,,,,
50,85.23667570009033,74.46218487394958,,,,,,,,,,
52,66.23115577889448,,,,,,,,,,,
54,60.57817109144543,,,,,,,,,,,
55,55.086633663366335,,,,,,,,,,,
56,84.23915592028136,,,,,,,,,,,
58,73.97118644067797,,,,,,,,,,,
59,52.43966323666979,59.86920980926431,,,,,,,,,,
60,70.46228448275862,,,,,,,,,,,
63,55.89268292682927,,,,,,,,,,,
65,44.52238805970149,,,,,,,,,,,
66,58.0126582278481,,,,,,,,,,,
67,54.425259792166266,79.15298944900351,52.695205479452056,,,,,,,,,
74,52.71813953488372,,,,,,,,,,,
77,45.1151832460733,,,,,,,,,,,
