,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,,
37.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
42.0,2.0,2.0,,,,,,,,
43.0,2.0,,,,,,,,,
44.0,2.0,2.0,,,,,,,,
45.0,2.0,,,,,,,,,
46.0,2.0,,,,,,,,,
48.0,2.0,2.0,,,,,,,,
52.0,2.0,2.0,2.0,2.0,,,,,,
53.0,2.0,,,,,,,,,
57.0,2.0,2.0,,,,,,,,
60.0,2.0,2.0,,,,,,,,
62.0,2.0,,,,,,,,,
64.0,2.0,,,,,,,,,
66.0,2.0,,,,,,,,,
68.0,2.0,,,,,,,,,
69.0,2.0,,,,,,,,,
70.0,2.0,,,,,,,,,
71.0,2.0,2.0,,,,,,,,
79.0,2.0,,,,,,,,,
85.0,2.0,,,,,,,,,
