,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
37,0.9153847094401194,0.9306323978166244,0.9271819896169669,0.93145460534782,0.9227693823609072,0.9346383997597952,0.9142506778519618,0.9021054888378196,0.9249500160014066,0.9224480320786548,0.92974301659403,0.9145664409805035,0.921527279497516,0.9209415546126593,0.9217723867876232,0.9426928473377472,0.8917924561574141,0.8501235959761481,0.9206105040953968,0.9180788592433664,0.9301050501951936,0.9348624879857992
40,0.9368689514318852,0.9536620156871904,,,,,,,,,,,,,,,,,,,,
43,0.9477280995687906,0.9426876777602056,0.94928186802897,,,,,,,,,,,,,,,,,,,
44,0.9412204944839372,0.9502124511575676,0.9542178481177892,,,,,,,,,,,,,,,,,,,
45,0.9483127656797288,0.94691887116583,,,,,,,,,,,,,,,,,,,,
46,0.9496691215904036,0.9322487420083676,,,,,,,,,,,,,,,,,,,,
47,0.9532148425564128,,,,,,,,,,,,,,,,,,,,,
48,0.9328334053114544,,,,,,,,,,,,,,,,,,,,,
49,0.959953637543395,0.9097365074121913,,,,,,,,,,,,,,,,,,,,
50,0.9428045696923304,,,,,,,,,,,,,,,,,,,,,
51,0.937128348295896,0.942108393222718,,,,,,,,,,,,,,,,,,,,
52,0.947521134471812,,,,,,,,,,,,,,,,,,,,,
53,0.9485501008760524,,,,,,,,,,,,,,,,,,,,,
54,0.9404573056728902,,,,,,,,,,,,,,,,,,,,,
55,0.9578070228244548,,,,,,,,,,,,,,,,,,,,,
56,0.9438161156850158,0.9158448455061868,0.9338653544796118,0.95744788216008,,,,,,,,,,,,,,,,,,
57,0.953352136554179,,,,,,,,,,,,,,,,,,,,,
58,0.9222937081807784,0.9472800327471204,,,,,,,,,,,,,,,,,,,,
59,0.955366209557238,,,,,,,,,,,,,,,,,,,,,
60,0.9373078773332546,0.9513602489106924,,,,,,,,,,,,,,,,,,,,
62,0.929648731759336,0.9389435852327128,,,,,,,,,,,,,,,,,,,,
63,0.9404905584669584,0.948281978854566,,,,,,,,,,,,,,,,,,,,
65,0.9476759743662628,0.9416619668616576,,,,,,,,,,,,,,,,,,,,
67,0.9677999024981884,,,,,,,,,,,,,,,,,,,,,
68,0.9169449581301594,,,,,,,,,,,,,,,,,,,,,
69,0.954474456605943,0.9487478623739056,0.9474588338452372,,,,,,,,,,,,,,,,,,,
71,0.93801777375253,,,,,,,,,,,,,,,,,,,,,
73,0.9458268785389656,0.9503294960360484,,,,,,,,,,,,,,,,,,,,
74,0.9390801300048094,,,,,,,,,,,,,,,,,,,,,
79,0.9278571518152494,,,,,,,,,,,,,,,,,,,,,
87,0.930840959992607,,,,,,,,,,,,,,,,,,,,,
