,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
37.0,136.23994147768838,74.4616612356188,73.56786593070426,71.3333776684179,79.31369289086919,136.77196249251844,102.40340493449492,80.05852231163131,132.62219857684377,119.85369422092172,112.72461262219858,116.6615681319412,91.0297135467911,115.76476541196976,125.68239957270964,140.55885081381948,128.51600933292104,131.5857532398167,68.89213729513958,120.25131419897112,105.07969527450597,92.09231720687038,82.41081719281478,75.68099401231271,101.65575014758384,88.25513732325078,94.09945745368678,87.4286678098558,67.2391982683496,63.81525314142748,154.18774533504725,127.3887390783566,104.8967159700627,134.78456872711865,145.3562546368196,149.40220850349533,330.41521314376257,208.34109258524447,187.2210025232172,88.4634613931773,61.21854521316203,55.38940035604248,66.58304808891697,76.55173059819388,63.11935331874449,63.921916741101526,71.3139482628111,65.9072052069321,60.0358201696885,60.16254071006066,69.62434105784891,80.05766554849042,91.67371508260544
39.0,120.01518005228684,-2.7421077783712366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,133.04781538870785,51.03449245214067,79.14182684025613,79.14182684025613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,124.21626654252844,126.5571590077808,131.87736915608167,131.494314025404,126.02513799295072,110.03851235487588,122.7307227391561,78.51460377252411,91.97576652487258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,119.91753674270132,90.38034464340932,83.94568914626261,133.94709470665956,100.2979788041492,98.7040733140303,65.52479931047664,63.2625455355612,63.2625455355612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,99.74329986034448,128.89805147303318,148.70547887442723,56.02282630084615,70.96290934633106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,83.18680587883222,114.32067566668884,114.53348407262088,124.42907494846048,85.7757287830658,65.76335985157282,49.82430495038372,77.66266091050372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,-3.0490821690608043,69.12827144182386,86.83833244314508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,77.29201303451487,91.55017623196116,126.87637161667884,96.01915275653388,74.61839035223343,60.69575759863791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,95.5935359446698,62.56646745097184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,88.78366695484472,84.95311564806809,63.461051921401065,86.0118629297501,50.86365465381312,65.87283835277132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,77.01536210680322,41.11685829140078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,59.94812795105407,65.31089978054133,21.635791189947437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,35.56770584432013,63.784604099003225,63.784604099003225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,71.39722019019752,78.57363730919518,29.339667725522165,34.03283389087229,33.76718297585247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,14.271357490231356,10.050459618249796,14.566525173586708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,15.598856154818115,23.868876435831744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,7.884551439781871,32.40941163241784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,38.050142980647735,12.198692298888147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,21.94571725747055,27.39156101537683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,7.427013367027998,10.86217074747702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,33.36835805014298,22.962027000066502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,20.68497705659373,13.72529727602395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,17.48868523880471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,5.969275786393562,8.88454726899615,14.256599106063588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,16.17518904787339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,8.61874044024739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,9.097559353594466,9.592949709048998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,5.5809004455676,7.373811265544989,7.783467446964155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,9.430607483203554,13.607230202681809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,18.46273859387738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,13.105445140977707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,15.112585387794113,9.82908385573328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,11.544856021812862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,7.182283700206158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,24.292300340145616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,13.607230202681809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
