,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
37,95.94578996979784,108.37870072908451,97.27314699036224,77.6282630860089,82.05278648789027,82.62797453013486,88.75593944174058,106.45403304926612,109.21936017544198,113.1571860031164,106.122193794125,95.72456379970376,80.94665563741994,106.56464613431316,114.04209068349267,119.94882942500432,108.99813400534792,99.81724794644404,106.01158070907798,99.88361579747226,107.44955081468945,106.6752592193602
40,100.41455860569802,118.46661408537408,,,,,,,,,,,,,,,,,,,,
43,90.083296462305,100.76852047784854,97.22890175634345,,,,,,,,,,,,,,,,,,,
44,88.09226093145837,98.71111709597368,112.8032241309659,,,,,,,,,,,,,,,,,,,
45,100.76852047784854,88.53471327164651,,,,,,,,,,,,,,,,,,,,
46,99.15356943616185,97.60498624550334,,,,,,,,,,,,,,,,,,,,
47,70.46053517496105,,,,,,,,,,,,,,,,,,,,,
48,91.74249273801053,,,,,,,,,,,,,,,,,,,,,
49,67.4518592616817,83.66773752957698,,,,,,,,,,,,,,,,,,,,
50,83.64561491256758,,,,,,,,,,,,,,,,,,,,,
51,68.77921628224613,61.08054556297252,,,,,,,,,,,,,,,,,,,,
52,46.03716599657581,,,,,,,,,,,,,,,,,,,,,
53,21.48106111613412,,,,,,,,,,,,,,,,,,,,,
54,45.77169459246292,,,,,,,,,,,,,,,,,,,,,
55,45.99292076255699,,,,,,,,,,,,,,,,,,,,,
56,14.147413577515728,18.007810245657236,33.405151684204455,31.281380451301388,,,,,,,,,,,,,,,,,,
57,27.277186772598736,,,,,,,,,,,,,,,,,,,,,
58,36.4359502144932,9.258315218436795,,,,,,,,,,,,,,,,,,,,
59,5.679981917165228,,,,,,,,,,,,,,,,,,,,,
60,4.866975742069523,2.687897966642941,,,,,,,,,,,,,,,,,,,,
62,4.972058172864206,27.32143200661755,,,,,,,,,,,,,,,,,,,,
63,14.645172460227384,4.60150433795664,,,,,,,,,,,,,,,,,,,,
65,13.893003481907549,4.822730508050709,,,,,,,,,,,,,,,,,,,,
67,5.508531635342324,,,,,,,,,,,,,,,,,,,,,
68,9.933055037223708,,,,,,,,,,,,,,,,,,,,,
69,2.387030375315007,6.609131831560318,12.410788142277283,,,,,,,,,,,,,,,,,,,
71,4.994180789873613,,,,,,,,,,,,,,,,,,,,,
73,3.1391993536348424,6.255169959409807,,,,,,,,,,,,,,,,,,,,
74,5.856962853240483,,,,,,,,,,,,,,,,,,,,,
79,95.17149837446858,,,,,,,,,,,,,,,,,,,,,
87,6.255169959409807,,,,,,,,,,,,,,,,,,,,,
